"","Handle","LevDistance","LevMatchCount","IntersectionalityScore","DDNADistance","APUScore","SADScore","GrantOwner","IPsSharedRatio","IPsUsedCount","IPsSharedCount","MetaRank_Loki","MetaRank_Thor"
"2269","soulllvision",4,0,4,0.42,0.11,1,0,0,4,0,0.64688296041642,0.79015921954378
"2270","wugamlo",3,0,4,0.3,0.16,1,0,0,1,0,0.678351159492551,0.820689317665483
"2271","mohamednour12",4,0,4,0.39,0.08,0,0,0,7,0,0.681788992338599,0.824024665006522
"2272","ngerald51",3,0,4,0.28,0.11,0,0,0,4,0,0.674191614559183,0.816653773252848
"2273","dmars300",3,0,4,0.65,0.16,1,0,0,6,0,0.622868572736744,0.766860726661509
"2274","lighthook07",4,0,4,0.12,0.16,1,0,0,1,0,0.680623000498602,0.822893432640853
"2275","johnnyaverage",5,0,3,0.27,0.15,0,0,0,7,0,0.702006631214824,0.843639594262149
"2276","vishal412001",3,0,3,0.14,0.31,0,0,0,11,0,0.626599358607484,0.77048029378161
"2277","malutki880",4,0,4,0.12,0.26,0,0,0,15,0,0.676882514196581,0.81926445426979
"2278","itzwhalez",4,0,4,0,0.16,0,0,0,8,0,0.617535275618354,0.761686420882437
"2279","jasmeetluthra",5,0,3,0,0.08,0,0,0,1,0,0.651651692434246,0.794785790516847
"2280","duffaluffaguss",7,0,0,0.68,0.25,0,0,0,6,0,0.6671956635192,0.809866379058837
"2281","ryuichi007",3,0,4,0.38,0.1,0,0,0,9,0,0.650373175591387,0.793545387640016
"2282","unodos1",3,0,4,0,0.26,0,0,0,2,0,0.636908976973116,0.780482571304343
"2283","tristannn1337",5,0,0,0.57,0.11,0,0,0,6,0,0.620536589056749,0.764598261930172
"2284","mikebat01",3,0,4,0.11,0.16,0,0,0,10,0,0.631251685449935,0.774993929743129
"2285","generalzod577",5,0,4,0.21,0.23,0,0,0,8,0,0.729020392246639,0.869848045941963
"2286","wensenfriendandextra",10,0,4,0.36,NA,0,1,0.33,12,4,0.778089053839334,0.767005659926329
"2287","iesua-lab",3,0,4,0.04,0.08,0,0,0,3,0,0.60793766890876,0.752374929180337
"2288","spinz808eth",5,0,4,0.4,NA,1,0,0,3,0,0.774899552034083,0.763911240609924
"2289","alexiskefalas",4,0,4,0.5,0.08,0,0,0,23,0,0.665209015192816,0.807938954861758
"2290","noggie-noggie",5,0,3,0.25,0.2,1,0,0,1,0,0.708756191300265,0.850187942681717
"2291","0xgokhan",2,0,4,0.43,0.16,0,0,0,42,0,0.616681637665611,0.760858230797754
"2292","joshsny",2,0,2,0.25,0.18,0,0,0,1,0,0.6518398808011,0.794968368785516
"2293","thesampadilla",5,0,3,0,0.21,0,0,0,1,0,0.702437330363708,0.844057453804875
"2294","mahsun6165",2,0,4,0.08,0.25,0,0,0,3,0,0.625169515036639,0.769093075389767
"2295","aminsamam602771",6,0,4,0.17,NA,1,0,0,1,0,0.80489134546922,0.793008946335165
"2296","edipkaya72",4,0,4,0.17,0.18,0,0,0,8,0,0.691188710250058,0.833144167188991
"2297","hashigocchi",5,0,4,0.11,0.29,1,0,0,6,0,0.638040047260501,0.781579923166547
"2298","stathismazarakos",7,0,4,0.33,0.2,0,0,0,15,0,0.745827359484403,0.886153979359244
"2299","ctuc1014",3,0,2,0.21,0.18,0,0,0,2,0,0.651271435528024,0.794416869479125
"2300","suhail19",2,0,3,0.2,0.13,0,0,0,2,0,0.62129904295545,0.765337986255809
"2301","madridgod",3,0,2,0.18,0.11,0,0,0,3,0,0.608013332272753,0.752448336937842
"2302","cryptouser19",3,0,3,0.57,0.21,0,0,0,2,0,0.71817336998803,0.859324385115918
"2303","benjaminion",2,0,2,0.39,0.47,0,1,0,10,0,0.672431956324778,0.814946572328287
"2304","skillupman",3,0,4,0.29,0.15,1,0,0,2,0,0.634588633810659,0.778231400074161
"2305","mikepsinn",3,0,3,0.25,0.31,0,0,0,9,0,0.653244503250615,0.796331117924857
"2306","moosapour-arash",7,0,4,0.19,0.11,0,0,0.2,5,1,0.63196563719223,0.775686597813955
"2307","victorfriedrich",5,0,2,0.22,0.18,0,0,0,6,0,0.674934667595321,0.81737467507656
"2308","jpsarma",2,0,3,0.35,0.36,0,0,0,20,0,0.608748624963866,0.753161709760785
"2309","yasare10",3,0,3,0.12,0.07,0,0,0,2,0,0.60822092150217,0.752649737708436
"2310","lostmind84",3,0,4,0.43,0.39,0,0,0,6,0,0.710818502990643,0.852188774636302
"2311","bravekon1984",4,0,4,0.08,0.21,0,0,0,6,0,0.682388478991776,0.824606280315992
"2312","end-man",2,0,4,0.14,0.1,0,0,0,2,0,0.614896758309874,0.759126560620691
"2313","gruglikesrocks",5,0,3,0.29,0.06,1,1,0,3,0,0.680591959118502,0.822863316637774
"2314","dataalways",4,0,2,0.35,0.13,1,0,0,1,0,0.65524085200828,0.798267953372898
"2315","theycallmeloki",5,0,1,0.67,0.2,0,0,0,3,0,0.70093182342887,0.842596827655526
"2316","majnooncrypto",4,0,4,0.27,0.2,1,0,0,1,0,0.717525381178447,0.858695713551637
"2317","dparker2",3,0,3,0.38,NA,0,0,0,1,0,0.821030923034838,0.80866738568624
"2318","doxomedon",3,0,2,0.33,0.11,0,0,0,2,0,0.648722162187331,0.791943592726232
"2319","acreonshore",4,0,2,0.17,0.26,1,1,0,4,0,0.662677202628429,0.805482618360598
"2320","zman4eva",2,0,3,0.5,0.13,1,0,0,1,0,0.61291010998349,0.757199136423612
"2321","cyrelb",2,0,4,0,0.21,0,1,0,18,0,0.605710449886602,0.750214105959392
"2322","igsimon60",3,0,2,0.47,0.15,0,0,0,2,0,0.671780087342683,0.81431413626362
"2323","dhernz",2,0,3,0.11,0.26,0,0,0,2,0,0.622111939096812,0.76612664908645
"2324","tanyx7986",3,0,4,0.23,0.07,0,0,0,5,0,0.627565521563089,0.771417654377455
"2325","redbatfly10",5,0,4,0,0.2,1,0,0,1,0,0.648062532860211,0.791303627660796
"2326","juanl2711",3,0,3,0.2,0.08,0,0,0,4,0,0.608420750386562,0.752843609478259
"2327","phillg971",4,0,3,0.25,NA,1,0,0,1,0,0.764615154789782,0.753933432339693
"2328","astronormie",4,0,3,0.2,NA,0,0,0,5,0,0.764589933668451,0.753908963087191
"2329","torpongtep",3,0,3,0.27,0.13,1,0,0,1,0,0.638243756317406,0.781777559436755
"2330","sebastianpere1ra",3,0,2,0.23,NA,0,0,0,1,0,0.772261034725604,0.761351380348179
"2331","allguccimane",5,0,3,0.18,0.25,1,0,0,1,0,0.700146088495095,0.841834516327579
"2332","marcin-ptaszynski",6,0,3,0.39,0.2,0,0,0,2,0,0.776251792154679,0.915671426877403
"2333","osmorad",3,0,4,0.2,0.1,0,0,0,2,0,0.671855750706676,0.814387544021126
"2334","ganchevalex27",5,0,4,0.18,0.15,0,0,0.17,6,1,0.623832795606093,0.767796205007162
"2335","hfkgivjej",4,0,4,0.29,0.23,1,0,0,1,0,0.724084812810778,0.865059601452344
"2336","gyunikuchan",4,0,4,0.39,0.07,0,0,0,7,0,0.675018091304339,0.817455611834836
"2337","ls4825783",4,0,3,0.3,0.07,0,0,0,19,0,0.619688771362775,0.763775718596067
"2338","rachkos",2,0,3,0.2,0.07,0,0,0,1,0,0.619572366187401,0.76366278358452
"2339","vikxnebu",4,0,4,0.2,0.07,0,0,0,8,0,0.64562578452238,0.788939521419066
"2340","sensescry",3,0,3,0.12,0.25,1,0,0,1,0,0.62847154184475,0.772296665217334
"2341","vladossinteg",4,0,2,0.14,0,0,0,0,2,0,0.606523346027964,0.751002768790033
"2342","rhysmonkey",3,0,4,0.47,0.25,0,0,0,2,0,0.743966816764673,0.884348901424675
"2343","charredjawa",4,0,1,0.59,0.11,0,0,0,1,0,0.708327432237637,0.849771965389183
"2344","boilerrat",3,0,4,0.52,0.25,0,1,0.08,12,1,0.683655355317097,0.825835389691669
"2345","fromlost03",5,0,3,0.14,0.16,1,0,0,1,0,0.680345568163961,0.822624270863332
"2346","achinthyabhat",5,0,2,0.39,0.11,0,0,0,4,0,0.687836241199284,0.82989163885642
"2347","ice-fruit",4,0,4,0.42,0.1,0,0,0.2,5,1,0.613779268626283,0.758042384509834
"2348","greyfade05",4,0,4,0,0.16,1,0,0,1,0,0.620930426566765,0.764980358719242
"2349","gjramayya",4,0,0,0.45,0.16,0,1,0,13,0,0.67182276924032,0.814355545767855
"2350","thuanphat1908",4,0,3,0,0.18,0,0,0,2,0,0.638379562355342,0.781909316950228
"2351","projectuwb",3,0,4,0.55,0.08,0,0,0,13,0,0.638967408490982,0.782479638758543
"2352","osdifjiosdf",5,0,1,0.53,0.08,1,0,0,1,0,0.624203352081034,0.768155714793922
"2353","bestmark1",3,0,3,0,0.25,0,0,0,1,0,0.64734664103166,0.790609077339778
"2354","dafnevillarroel",5,0,1,0.5,0.11,0,0,0,1,0,0.726492459854765,0.867395473941187
"2355","beemeeupnow",5,0,3,0.25,0.1,1,0,0,1,0,0.672955779613962,0.815454779880251
"2356","srths5423",4,0,3,0.1,0.18,1,0,0,1,0,0.65097460233082,0.794128885199679
"2357","msilb7",3,0,4,0.25,0.11,0,0,0,14,0,0.638274797697506,0.781807675439835
"2358","codyborn",2,0,4,0.27,NA,0,1,0,22,0,0.76905795231656,0.758243785280427
"2359","ov3rkoalafied",7,0,4,0,NA,0,0,0,2,0,0.782060410405847,0.770858626070295
"2360","haydoidayctm",5,0,1,0.1,0.07,0,0,0,1,0,0.638234055886125,0.781768148185793
"2361","hoshinananako",5,0,3,0,NA,0,0,0,1,0,0.777881464609917,0.766804259155735
"2362","ivanpostolski",4,0,1,0.33,0.13,0,1,0,4,0,0.717375994536717,0.858550780286817
"2363","pixelsushirobot",7,0,4,0,0.25,0,0,0,1,0,0.747885791002268,0.888151046813445
"2364","pavrych",2,0,3,0.3,NA,0,0,0,1,0,0.769923230786841,0.759083268866264
"2365","otavio939",3,0,4,0.37,0.1,0,0,0,3,0,0.680987736714774,0.823247295677036
"2366","mathiashermans",5,0,3,0.24,NA,0,0,0,2,0,0.82449785717473,0.812030966780166
"2367","qs8cys",3,0,4,0,0.11,0,0,0,2,0,0.606833759828962,0.751303928820827
"2368","mccallj57",4,0,3,0.47,0.39,0,0,0,6,0,0.723549349004057,0.864540100399225
"2369","ekonomeest",4,0,3,0.09,0.18,1,0,0,1,0,0.648953032451823,0.792167580499135
"2370","seventytwo72",5,0,4,0.18,0.25,1,0,0,17,0,0.629437704800355,0.773234025813179
"2371","walthova",3,0,3,0,0.21,0,0,0,1,0,0.644075655603648,0.78743560351529
"2372","urazanev",3,0,3,0,0.11,0,0,0,1,0,0.618383093312329,0.762508964216542
"2373","danielaustralia1",6,0,1,0.33,0.08,0,0,0,3,0,0.647593031986202,0.790848123114221
"2374","bypietro1",3,0,3,0.27,0.13,0,0,0,3,0,0.66352696040866,0.806307043944895
"2375","behtashmoradi",6,0,2,0.2,0,0,0,0,3,0,0.635599418750158,0.779212052424432
"2376","masonleenaugh",6,0,4,0,0.2,0,0,0,11,0,0.648291463038447,0.791525733183506
"2377","buicongminh1403",7,0,3,0,0.15,0,0,0,7,0,0.62716780388056,0.771031793088001
"2378","dmatvey88",4,0,3,0.44,0.23,1,0,0,2,0,0.673553326180882,0.816034512939529
"2379","tomasmikamusic",5,0,5,0,0.13,1,0,0,1,0,0.644622759927906,0.787966398069564
"2380","alreadyexisted",6,0,1,0,0.1,0,0,0,1,0,0.615193591507078,0.759414544900137
"2381","codeman599",3,0,4,0.29,0.08,1,0,0,1,0,0.634177335524337,0.777832363033359
"2382","kedos25",3,0,2,0.49,0.25,0,0,0,10,0,0.639006210216106,0.782517283762392
"2383","wojciechczeronko",7,0,2,0,NA,0,0,0,1,0,0.763837180201032,0.753178650012517
"2384","leksisis",3,0,4,0.26,0.1,1,0,0,1,0,0.643443187484116,0.786821989952548
"2385","kaigani",2,0,4,0.12,NA,0,1,0,5,0,0.770338409245675,0.759486070407451
"2386","dorihths",3,0,2,0.2,0.21,0,0,0,8,0,0.609400493945961,0.753794145825451
"2387","fluchtzwerg",5,0,3,0.25,0.07,0,1,0,41,0,0.702233621306803,0.843859817534666
"2388","nospurge",3,0,4,0.25,0.1,0,0,0,11,0,0.630640558279221,0.774401020932504
"2389","gilsoncarlos",4,0,3,0.54,0.21,0,1,0.11,97,11,0.624736875801498,0.768673333596848
"2390","alkofullon1990",6,0,3,0,0.08,0,0,0,1,0,0.662275604773388,0.805092992570759
"2391","willstenzel",4,0,1,0.29,NA,0,0,0,1,0,0.790398901135144,0.778948537397488
"2392","cgraubaena",4,0,4,0,NA,0,0,0,1,0,0.783804547950202,0.772550768993316
"2393","duti304",3,0,2,0.22,0.08,0,0,0,2,0,0.607120892594885,0.751582501849311
"2394","nuts-rice",3,0,4,0.23,0.29,0,0,0,2,0,0.722119505433212,0.863152882007382
"2395","ebihoseini",4,0,4,0.42,0.34,0,0,0.11,18,2,0.611914845734041,0.75623354207488
"2396","dimasiks12",4,0,2,0.33,0.23,0,1,0.05,20,1,0.643189036184549,0.786575415177336
"2397","syogaku-toushi",6,0,4,0.21,0.11,1,0,0,13,0,0.623198387400304,0.767180709194228
"2398","minicoohei",3,0,3,0.17,0.47,0,1,0,10,0,0.713757733668839,0.855040383677879
"2399","io7130",3,0,3,0.1,0.16,1,0,0,1,0,0.610411278885459,0.754774798175723
"2400","herniadlf",3,0,5,0,0.15,0,0,0,1,0,0.670284280839126,0.812862921365234
"2401","jpmilowe",3,0,3,0.5,0.11,0,0,0,2,0,0.689958695563605,0.831950820566971
"2402","berteotti",3,0,4,0,0.25,0,0,0,3,0,0.620503607590393,0.764566263676901
"2403","freestriker00",5,0,3,0.3,0.08,0,0,0,15,0,0.651362619582067,0.794505335238171
"2404","callum-cmc",3,0,4,0.44,0.1,0,0,0,7,0,0.660760397407269,0.803622955170447
"2405","kirstenpomales",6,0,2,0.12,NA,0,1,0,9,0,0.811858195215359,0.799768106776289
"2406","johnny9007025",5,0,4,0,0.13,1,0,0,1,0,0.632471999705107,0.776177865114187
"2407","teddymilo48",3,0,3,0.4,0.23,1,0,0,1,0,0.671690843374896,0.814227552754767
"2408","darkforestcap",3,0,4,0.45,0.31,0,1,0,11,0,0.773265999406334,0.912774643831207
"2409","hellenstans97",6,0,1,0.48,0.26,0,0,0,17,0,0.668996063564986,0.81161310723744
"2410","jeffreycheong",4,0,2,0.29,0.11,0,0,0,2,0,0.680564797910915,0.82283696513508
"2411","samzhou1221",4,0,2,0.33,NA,0,0,0,1,0,0.826581509813926,0.814052503486869
"2412","abalyasnikov",5,0,4,0.36,0.21,0,0,0.12,8,1,0.658826131409803,0.801746351728564
"2413","guesswho91",3,0,3,0.1,0.13,0,0,0,3,0,0.626124037474706,0.770019142484457
"2414","inordinatum",4,0,3,0.25,0.16,1,0,0,5,0,0.612764603514272,0.757057967659177
"2415","awesomedevelop",5,0,4,0,0.11,0,0,0,1,0,0.703186203658615,0.844784002379164
"2416","operalexandr",4,0,3,0.22,0.11,1,0,0,1,0,0.658977458137789,0.801893167243576
"2417","ihmcrypto",2,0,4,0.67,0.1,1,1,0,14,0,0.607272219322871,0.751729317364323
"2418","kuriboya",3,0,3,0.17,0.15,0,0,0,3,0,0.648747383308662,0.791968061978734
"2419","mitchoz",2,0,3,0.12,0.15,0,0,0,2,0,0.609068739196145,0.753472281042541
"2420","sugik63",3,0,3,0.28,0.08,1,0,0,1,0,0.606337097747366,0.750822072771557
"2421","general322",3,0,3,0.25,0.15,0,0,0,2,0,0.680836409986788,0.823100480162024
"2422","justinnteoo",4,0,2,0.39,0.08,0,0,0,1,0,0.703878814452091,0.845455965697873
"2423","marzbal",2,0,3,0.33,0.2,0,0,0,2,0,0.657931751645678,0.80087863438984
"2424","tyomairathi07",5,0,3,0,NA,0,0,0,1,0,0.779778868968514,0.768645099843961
"2425","song11071696",5,0,1,0.4,0.15,1,0,0,1,0,0.65597808478565,0.798983208446033
"2426","xuetianziwei",5,0,1,0.67,NA,0,0,0,1,0,0.834147846213243,0.821393279237463
"2427","motherdough",5,0,3,0,0.21,1,0,0,1,0,0.623869657244961,0.767831967760819
"2428","nileshrathore",4,0,4,0.12,0.13,0,1,0.5,2,1,0.683729078594834,0.825906915198982
"2429","sgarcia22",3,0,2,0,0.08,0,1,0,1,0,0.640734827070412,0.784194368683874
"2430","keigokawamura",6,0,3,0,0.11,0,0,0,2,0,0.649377911341938,0.792579793291284
"2431","learn57130",4,0,4,0.37,NA,0,0,0,9,0,0.802910517401604,0.791087168888663
"2432","gromandniblet",6,0,3,0.36,0.16,1,0,0,1,0,0.727417880998989,0.868293307282991
"2433","abhi946776",4,0,4,0,0.13,1,0,0,1,0,0.611359981064758,0.755695218519836
"2434","hzwong",2,0,3,0.25,0.11,0,0,0,2,0,0.623202267572816,0.767184473694612
"2435","axer-wyh",4,0,2,0.22,NA,0,0,0,1,0,0.811501219344212,0.799421772740876
"2436","itsmarcosolis",6,0,3,0.5,0.18,0,1,0,10,0,0.808241874433737,0.946707850300878
"2437","ithinkishardedmyself",10,0,2,0.31,0.23,0,0,0.17,6,1,0.624593309418537,0.768534047082606
"2438","kryptokras",2,0,4,0.14,0.28,1,0,0,1,0,0.617735104502746,0.76188029265226
"2439","terexitariusstomp",5,0,3,0.55,0.13,0,1,0.1,20,2,0.663519200063635,0.806299514944125
"2440","believeinapathy",6,0,3,0.47,0.21,0,0,0,1,0,0.82123075191923,0.959309515339398
"2441","wyxuan1",2,0,4,0.38,0.23,0,0,0,3,0,0.677392756881971,0.819759486070407
"2442","alejozarate",4,0,3,0.33,0.11,0,0,0,1,0,0.754053325210839,0.894134720175275
"2443","edward3425",4,0,4,0.2,0.08,0,0,0,17,0,0.637209690342833,0.780774320084174
"2444","hasherror",3,0,3,0.11,0.07,0,1,0,7,0,0.641402216742556,0.78484186275008
"2445","tomasjuanduran",5,0,5,0.36,0.18,0,0,0,5,0,0.768408023420721,0.908061489349287
"2446","discovercrypto",3,0,5,0.33,NA,1,1,0,3,0,0.805285182979235,0.793391043124234
"2447","pingu-cyber",3,0,2,0.2,0.18,0,0,0,1,0,0.686408337714695,0.828506302714769
"2448","habibiman62",4,0,3,0.22,0.25,0,0,0,6,0,0.692139352515613,0.834066469783297
"2449","kalaspuff",3,0,4,0.63,0.16,0,0,0,11,0,0.686592645909037,0.828685116483053
"2450","dberger26",3,0,3,0.5,NA,0,0,0,2,0,0.794207290456134,0.782643394525287
"2451","metelsky9009",5,0,4,0.55,0.08,0,0,0,30,0,0.685038636817793,0.827177434078893
"2452","sobolev-igor",5,0,3,0.22,0,0,0,0,1,0,0.712884694853533,0.854193371091272
"2453","scotato",2,0,3,0.22,0,0,0,0,1,0,0.610197869397273,0.754567750654553
"2454","kvnryn",2,0,4,0.48,0.38,0,0,0,5,0,0.674108190850165,0.816572836494573
"2455","anastadopoulos",5,0,3,0.5,0,1,0,0,2,0,0.623980242161567,0.767939256021789
"2456","ekremmm",2,0,3,0.25,NA,0,0,0,1,0,0.765511474640162,0.75480303192861
"2457","nuevoalex",3,0,3,0.42,0.13,0,0,0,2,0,0.693869909456174,0.835745436954971
"2458","tdwsni",2,0,4,0.3,0.26,0,0,0,26,0,0.622267145997311,0.766277229101847
"2459","wschwab",2,0,4,0.4,0.38,0,0,0,37,0,0.632293511769533,0.77600469809648
"2460","aguzmant103",3,0,3,0.47,0.15,0,0,0,9,0,0.65515354812675,0.798183252114238
"2461","shivaandbuddha",6,0,2,0.38,0.26,0,0,0,7,0,0.711344266366083,0.852698864438459
"2462","raburski",3,0,3,0.5,0.1,0,0,0,21,0,0.615540866946944,0.759751467684588
"2463","goshaminsk",4,0,2,0.25,0.03,0,0,0,2,0,0.632454538928801,0.776160924862455
"2464","luigy-lemon",4,0,3,0,0.18,0,0,0,3,0,0.623085862397442,0.767071538683065
"2465","standardcombo",4,0,1,0,0.05,0,1,0,1,0,0.635455852367196,0.77907276591019
"2466","stephaniasilvas",6,0,1,0.67,0.21,0,1,0.43,7,3,0.634252998888331,0.777905770790865
"2467","githubdoramon",4,0,4,0.14,0.21,0,1,0,3,0,0.796762384055595,0.935570575912091
"2468","jeremyandthegospelofchange",14,0,1,0.74,0.11,1,1,0,18,0,0.65287588686193,0.795973490388289
"2469","jamescarnley",3,0,5,0.19,0.13,0,0,0,12,0,0.648702761324768,0.791924770224308
"2470","haruoda219",4,0,4,0.06,0.1,0,0,0,6,0,0.639563014971646,0.783057489567628
"2471","ocelot2123",4,0,3,0.1,0,0,0,0,1,0,0.66303223841332,0.805827070145818
"2472","rswxfy",3,0,4,0.29,0.1,0,0,0,7,0,0.646859679381345,0.790136632541471
"2473","clinamenic",4,0,2,0.46,NA,1,1,0,5,0,0.768138351431105,0.757351598689201
"2474","notyourbear55",6,0,4,0.14,0.08,1,0,0,3,0,0.621609456756447,0.765639146286603
"2475","matblanc",2,0,3,0.38,0.11,0,0,0,2,0,0.638680275725059,0.782201065730059
"2476","n4nw4ll0p",5,0,4,0.29,0.15,0,0,0,41,0,0.702190939409166,0.843818408030432
"2477","kingmanticore",4,0,3,0.5,NA,0,0,0,14,0,0.776240151637142,0.765211875492914
"2478","rof13thfloor",5,0,3,0.18,0.08,0,0,0,3,0,0.671372669228874,0.813918863723204
"2479","edhar1983",3,0,2,0.25,0.08,0,0,0,1,0,0.650334373866262,0.793507742636167
"2480","zak3939",3,0,4,0.36,0.26,0,0,0,6,0,0.701723378621414,0.843364785734049
"2481","greenlucid",3,0,5,0.14,0.11,0,0,0,3,0,0.668435378636934,0.811069136931819
"2482","noordiansyh",4,0,3,0.32,NA,0,0,0,16,0,0.761058976682103,0.750483267736914
"2483","jfdominguez1",3,0,5,0.5,0.13,0,0,0,12,0,0.683663115662122,0.825842918692438
"2484","fatfingererr",5,0,2,0.17,0.26,0,0,0,2,0,0.7090782456188,0.850500396213665
"2485","kalloc",2,0,2,0.29,0,0,1,0,3,0,0.615459383324183,0.759672413176504
"2486","tranquil-flow",5,0,3,0.42,0.11,0,0,0,11,0,0.693406228840934,0.835295579158973
"2487","juan-abia",3,0,4,0.25,0.2,0,0,0,5,0,0.686544143752631,0.828638060228242
"2488","nimbusnerd",4,0,3,0.41,0.15,0,0,0,45,0,0.666184878579702,0.808885726708566
"2489","lauraleticialopez",8,0,5,0.17,0.18,1,0,0,3,0,0.692886285724263,0.834791136107394
"2490","umutakbulut",5,0,0,0.12,0.08,0,0,0,1,0,0.617416930356724,0.761571603620696
"2491","fullmoonfull",4,0,2,0.17,0.21,0,1,0,21,0,0.699057700105347,0.840778573969609
"2492","basyusuf",2,0,3,0.21,0.18,0,0,0,1,0,0.675027791735621,0.817465023085799
"2493","angoualis",3,0,3,0.2,0.11,0,0,0,8,0,0.613798669488845,0.758061207011758
"2494","dasparion",3,0,4,0,0.1,0,0,0,1,0,0.632468119532594,0.776174100613802
"2495","mozukuuuu",3,0,4,0.72,0.13,1,0,0,1,0,0.688394986041079,0.830433726911849
"2496","maxsemenchuk",5,0,2,0.29,0.21,0,1,0.05,19,1,0.657700881381186,0.800654646616938
"2497","pelfsollution",4,0,4,0.12,NA,0,0,0,5,0,0.778932991360796,0.767824438760049
"2498","morningglory1996",7,0,1,0.25,NA,0,0,0,3,0,0.772852761033756,0.761925466656879
"2499","whovillage",3,0,2,0.38,NA,0,0,0,1,0,0.797260986223448,0.785606056328219
"2500","robioreefeco",5,0,3,0.5,0.13,1,0,0,3,0,0.662312466412257,0.805128755324415
"2501","mangorocoro",4,0,4,0.22,0.47,0,1,0.18,11,2,0.672688047710601,0.815195029353692
"2502","jasonstrachan",5,0,2,0.36,0.1,0,0,0,15,0,0.640531118013507,0.783996732413666
"2503","italosan1",3,0,3,0.61,0,0,0,0,2,0,0.647602732417483,0.790857534365183
"2504","gonzacolo",3,0,4,0.29,0.2,1,0,0,1,0,0.682714413482823,0.824922498348325
"2505","0xdatarunner",3,0,3,0,0.1,0,0,0,1,0,0.606026683946368,0.750520912740763
"2506","gklrajan",3,0,3,0.46,NA,0,0,0,5,0,0.763974926325224,0.753312289776182
"2507","golden-gringo",5,0,2,0.17,NA,0,0,0,3,0,0.770417952782181,0.759563242665342
"2508","gitondowntheroad",7,0,4,0.53,NA,0,0,0,3,0,0.883358134102642,0.869136555369213
"2509","willgmurphy",4,0,3,0,NA,0,0,0,1,0,0.762500460770486,0.751881779629912
"2510","kawanami-kosuke",7,0,4,0.56,0.13,0,0,1,1,1,0.698935474671204,0.840659992207484
"2511","serenae-fansubs",7,0,3,0.33,0.08,1,1,0,1,0,0.76477618194905,0.904537916989002
"2512","stank23",2,0,3,0.27,0.21,0,0,0,7,0,0.611703376332112,0.756028376803902
"2513","bubblyorca",3,0,2,0.22,NA,0,1,0,7,0,0.776090764995412,0.765066942228095
"2514","docxology",3,0,1,0.5,NA,0,1,0,8,0,0.770679864426772,0.759817346441324
"2515","greensteves",4,0,4,0,0,0,0,0,1,0,0.636301729974915,0.779893426994103
"2516","needfortoken",4,0,4,0.15,0.03,1,0,0,1,0,0.628541384949975,0.772364426224263
"2517","elliotschumacher",7,0,1,0.25,0.15,0,0,0,1,0,0.73310621390227,0.873812064847284
"2518","thefrozenfire",5,0,3,0,0.21,0,0,0,5,0,0.633577848871161,0.777250747723889
"2519","andjkee",2,0,3,0.14,0.26,0,0,0,4,0,0.606630050772057,0.751106292550618
"2520","marcelthealien",5,0,1,0.33,NA,0,1,0,6,0,0.82557460504694,0.813075615636982
"2521","stephenmilone",4,0,3,0.33,0.08,0,0,0,4,0,0.666712582041398,0.809397698760915
"2522","phenozd",2,0,3,0.58,0.2,0,0,0,3,0,0.656525189109908,0.799514003000307
"2523","gmf001",2,0,4,0.53,0.23,0,0,0,14,0,0.645317310807639,0.788640243638465
"2524","bronderbronder",6,0,4,0.29,NA,1,0,0,4,0,0.773116612764604,0.762181452683053
"2525","patrickasknfty",5,0,2,0.76,0.13,1,1,0,2,0,0.729936112959582,0.870736468032804
"2526","ondkloss",3,0,5,0.22,0.21,0,0,0,13,0,0.672303910631867,0.814822343815585
"2527","jacobrobinsonjd",6,0,2,0,NA,0,0,0,1,0,0.764390104784059,0.753715091317368
"2528","headshotdel",4,0,3,0.55,0.11,0,0,0,4,0,0.704897359736614,0.846444147048914
"2529","daphnecharles",4,0,4,0.32,NA,0,1,0.11,9,1,0.789960441641235,0.778523148853992
"2530","rand0mdev",3,0,3,0.25,0.13,0,0,0,3,0,0.660087187476355,0.802969814353664
"2531","rickyyyyyyyyyyy",4,0,4,0.1,NA,1,0,0,1,0,0.763879862098669,0.753220059516751
"2532","bmbzlgzzlr",5,0,3,0.38,0.2,1,0,0,4,0,0.661986531921209,0.804812537292082
"2533","stephancill",4,0,3,0.33,0.21,0,0,0,23,0,0.678407421993982,0.820743902921064
"2534","neuweltgeld",5,0,3,0.2,0.1,1,0,0,2,0,0.625208316761763,0.769130720393616
"2535","ntnsndr",3,0,3,0.4,0.26,0,1,0.08,25,2,0.617855389850633,0.761996992164192
"2536","techniciann9ne",3,0,4,0,0.18,0,0,0,2,0,0.627571341821857,0.771423301128033
"2537","lelsener7",3,0,3,0.25,0.15,0,0,0,2,0,0.680836409986788,0.823100480162024
"2538","adityachakra16",5,0,4,0.4,0.18,0,1,0,8,0,0.82380718646751,0.961809143594985
"2539","godotdotdot",2,0,4,0.98,NA,0,1,0,19,0,0.801135338477149,0.789364909962562
"2540","vitalsine85",4,0,4,0.41,0.1,0,0,0.5,2,1,0.631480615628171,0.77521603526584
"2541","avp1598",3,0,4,0.25,0.28,0,1,0.02,128,2,0.621370826146931,0.76540762951293
"2542","ewvanwinkle",5,0,4,0.52,0.21,0,0,0.07,15,1,0.65735360594132,0.800317723832487
"2543","duncanburnside",5,0,1,0.22,0,0,0,0,2,0,0.615075246245448,0.759299727638397
